martin-shawn,Patient,other,1942-07-11,MARTIN,Shawn,official,0770106438,0491571266,0770107277,12 Pheonix Lane,Walliebum,QLD,4655,AU,8003608833648454,,,
moffitt-heath-igor,Patient,male,1956-06-15,MOFFITT,Heath IGOR,official,0370103122,0491579455,0370105436,103 King Gr,Darraweit Guim,VIC,3756,AU,8003608666976477,39513342211,Neither Aboriginal nor Torres Strait Islander origin,
morris-charlotte,Patient,female,1994-11-11,MORRIS,Charlotte,official,0370103886,0491577644,0370106762,175 Zeppelin Ave,Mountain View,VIC,3988,AU,8003608500314687,39513339811,Aboriginal but not Torres Strait Islander origin,
moylan-brock,Patient,male,1985-10-02,MOYLAN,Brock,official,0870107965,0491570006,0870103483,114 Olde Tce,Narra Tarra,WA,6532,AU,8003608000311654,69518251511,Both Aboriginal and Torres Strait Islander origin,
nash-abel,Patient,male,1993-07-22,NASH,Abel,official,0870100899,0491571804,0870109728,114 Gottfried Cct,Atitjere,NT,0872,AU,8003608166980383,49516517611,Both Aboriginal and Torres Strait Islander origin,
nielsen-eleanore,Patient,other,1945-04-12,NIELSEN,Eleanore,official,0370106104,0491579760,0370109170,170 Rail Lane,Powelltown,VIC,3797,AU,8003608500314752,,,
odonnell-gillian,Patient,other,1977-03-27,O'DONNELL,Gillian,official,0770102317,0491571491,0770109114,81 Gateway Esp,Loganlea,QLD,4131,AU,8003608666976469,,,
pennington-donnie-kip,Patient,male,2009-11-04,PENNINGTON,Donnie KIP,official,0370106629,0443892059,0370101498,192 Cathedral Dr,Bicheno,TAS,7215,AU,8003608500314729,69518259711,Not stated/inadequately described,
potts-felix-ernie,Patient,male,1995-11-19,POTTS,Felix ERNIE,official,0370102830,0450188367,0370108260,182 Ocean Ct,Opossum Bay,TAS,7023,AU,8003608666976428,69518258811,Neither Aboriginal nor Torres Strait Islander origin,
ralph-rudolf,Patient,unknown,1948-10-24,RALPH,Rudolf,official,,0491577426,,Svingen 28,Oslo,(Norway),0107,,8003608000311738,,,
ridgewell-troy,Patient,unknown,1972-05-14,RIDGEWELL,Troy,official,0270104193,0430727052,0270103810,79 Elenore Tce,Macarthur,ACT,2904,AU,8003608833648470,,,Identifies as male gender (finding)
roberts-fred,Patient,male,1961-06-16,ROBERTS,Fred,official,0770109298,0491570158,0770104622,33 Southern Cl,Westbrook,QLD,4350,AU,8003608500314661,49516514911,Neither Aboriginal nor Torres Strait Islander origin,Identifies as gender nonbinary
robson-adam,Patient,male,1991-05-14,ROBSON,Adam,official,0370106335,0424064523,0370107954,18 Queen Cir,Rushy Lagoon,TAS,7264,AU,8003608333647162,69518254211,Not stated/inadequately described,
sandilands-kendall,Patient,female,1981-04-10,SANDILANDS,Kendall,official,0870106664,0491576398,0870101896,81 Marine Gr,Sheaoak Flat,SA,5581,AU,8003608833648413,59511386611,Torres Strait Islander but not Aboriginal origin,
sandilands-young,Patient,unknown,1962-03-09,SANDILANDS,Young,official,0870109923,0491577644,0870107451,85 Dean Cl,Warnertown,SA,5540,AU,8003608000311746,,,Asked But Declined
scott-elijah-ken,Patient,male,1986-11-28,SCOTT,Elijah KEN,official,0270103850,0433952520,0270103810,81 Short Cir,Gilmore,ACT,2905,AU,8003608333647204,29545408911,Torres Strait Islander but not Aboriginal origin,
simpson-tristan,Patient,male,1950-09-27,SIMPSON,Tristan,official,0370106549,0481716021,0370100282,132 Glendon Lane,Strickland,TAS,7140,AU,8003608666976394,69518256011,Neither Aboriginal nor Torres Strait Islander origin,Identifies as gender nonbinary
thomson-mika,Patient,female,1964-07-17,THOMSON,Mika,official,0870106164,0491573087,0870101470,75 Ida Rd,Bulyee,WA,6306,AU,8003608000311647,69518250611,Torres Strait Islander but not Aboriginal origin,
todd-tanya-estelle,Patient,female,1993-09-01,TODD,Tanya ESTELLE,official,0870101712,0491572549,0870102682,193 Farmer Rd,Nguiu,NT,0822,AU,8003608333647188,49516518511,Neither Aboriginal nor Torres Strait Islander origin,Asked But Declined
veitch-beau-bradley,Patient,male,2020-10-09,VEITCH,Beau BRADLEY,official,0870106485,,,78 Innovation Cct,Newcastle Waters,NT,0862,AU,8003608500314828,49516522814,Both Aboriginal and Torres Strait Islander origin,
